w,8145690.358782523,8145690.359577415,0.000794892
w,8145690.365147050,8145690.365559820,0.000412770
w,8145690.365107829,8145690.365676469,0.000568640
w,8145690.365179924,8145690.365680923,0.000500999
w,8145690.365215424,8145690.365744645,0.000529221
w,8145690.365259008,8145690.365795002,0.000535994
w,8145690.365297448,8145690.365942701,0.000645253
w,8145690.365330849,8145690.366140349,0.000809500
r,8145690.410981823,8145690.411234480,0.000252657
r,8145690.437194597,8145690.437426255,0.000231658
r,8145690.463408644,8145690.463660667,0.000252023
w,8145690.476516175,8145690.476981320,0.000465145
r,8145690.483067780,8145690.483282767,0.000214987
r,8145690.509282333,8145690.509524078,0.000241745
r,8145690.528945541,8145690.529204108,0.000258567
w,8145690.535497168,8145690.535916951,0.000419783
w,8145690.535527009,8145690.535954966,0.000427957
w,8145690.535556662,8145690.536111171,0.000554509
w,8145690.568266696,8145690.568667828,0.000401132
w,8145690.568297564,8145690.568671811,0.000374247
w,8145690.594478857,8145690.594919301,0.000440444
w,8145690.594517971,8145690.595479795,0.000961824
w,8145690.594565261,8145690.602403106,0.007837845
r,8145690.614141241,8145690.614367208,0.000225967
w,8145690.594589812,8145690.616205377,0.021615565
r,8145690.633800445,8145690.634041144,0.000240699
w,8145690.640384622,8145690.640834019,0.000449397
w,8145690.640352589,8145690.640838327,0.000485738
w,8145690.640420467,8145690.640840051,0.000419584
r,8145690.646907590,8145690.647141948,0.000234358
r,8145690.666569148,8145690.666809989,0.000240841
r,8145690.673121775,8145690.673371226,0.000249451
r,8145690.673135317,8145690.673375657,0.000240340
w,8145690.725552005,8145690.725975563,0.000423558
w,8145690.725590515,8145690.726340919,0.000750404
w,8145690.777983169,8145690.778388678,0.000405509
w,8145690.784532741,8145690.784930048,0.000397307
w,8145690.804250231,8145690.804684613,0.000434382
w,8145690.804194100,8145690.804828567,0.000634467
w,8145690.804222919,8145690.804928002,0.000705083
w,8145690.804274838,8145690.805335080,0.001060242
w,8145690.856629313,8145690.857009604,0.000380291
w,8145690.856687128,8145690.857111673,0.000424545
r,8145690.869732036,8145690.869966761,0.000234725
r,8145690.922163146,8145690.922399564,0.000236418
r,8145690.968036909,8145690.968307461,0.000270552
w,8145690.981142182,8145690.981528166,0.000385984
w,8145690.981173726,8145690.981560174,0.000386448
r,8145691.000804724,8145691.001069354,0.000264630
w,8145691.020464475,8145691.020843339,0.000378864
w,8145691.020498136,8145691.020890402,0.000392266
r,8145691.079450717,8145691.083896224,0.004445507
r,8145691.118771712,8145691.119037161,0.000265449
w,8145691.125321130,8145691.125708464,0.000387334
w,8145691.125351966,8145691.125898956,0.000546990
w,8145691.184307268,8145691.184705488,0.000398220
w,8145691.184336854,8145691.184709602,0.000372748
w,8145691.243287093,8145691.243795950,0.000508857
w,8145691.243329281,8145691.243801443,0.000472162
w,8145691.243360951,8145691.243877340,0.000516389
w,8145691.243385155,8145691.244463550,0.001078395
w,8145691.348150149,8145691.348686067,0.000535918
w,8145691.557862180,8145691.558258174,0.000395994
w,8145691.557909149,8145691.558313561,0.000404412
w,8145691.577530536,8145691.577926110,0.000395574
w,8145691.577569441,8145691.577984501,0.000415060
r,8145691.623396364,8145691.623624567,0.000228203
w,8145691.669272360,8145691.669677080,0.000404720
w,8145691.669308992,8145691.669818660,0.000509668
r,8145691.695485053,8145691.695729647,0.000244594
r,8145691.774130957,8145691.774388170,0.000257213
r,8145691.800343084,8145691.800610378,0.000267294
r,8145691.839665622,8145691.839908174,0.000242552
w,8145691.865879306,8145691.866248883,0.000369577
w,8145691.865907545,8145691.866310594,0.000403049
w,8145691.918310918,8145691.918785281,0.000474363
w,8145691.918365428,8145691.918790537,0.000425109
w,8145691.924862484,8145691.925330469,0.000467985
w,8145691.924893550,8145691.925401893,0.000508343
w,8145691.924920052,8145691.925457432,0.000537380
w,8145691.937969370,8145691.938325557,0.000356187
w,8145691.937999660,8145691.938417198,0.000417538
r,8145692.003503899,8145692.003738612,0.000234713
w,8145691.996951255,8145692.006588785,0.009637530
w,8145692.036272900,8145692.036647939,0.000375039
w,8145692.036302928,8145692.036683414,0.000380486
w,8145692.383615773,8145692.384059800,0.000444027
w,8145692.383666120,8145692.384064892,0.000398772
w,8145692.396721429,8145692.397117779,0.000396350
w,8145692.396754762,8145692.397166280,0.000411518
r,8145692.449150940,8145692.449481392,0.000330452
w,8145692.481917950,8145692.482321935,0.000403985
w,8145692.481952008,8145692.482358480,0.000406472
r,8145692.921010456,8145692.921273341,0.000262885
r,8145692.979993907,8145692.980255387,0.000261480
r,8145692.999651110,8145692.999866156,0.000215046
r,8145693.045528556,8145693.045747857,0.000219301
w,8145693.065219956,8145693.065641420,0.000421464
w,8145693.065186976,8145693.065645259,0.000458283
w,8145693.078294623,8145693.078692477,0.000397854
w,8145693.078328157,8145693.078736534,0.000408377
r,8145693.091401819,8145693.091614715,0.000212896
r,8145693.124170090,8145693.124442515,0.000272425
r,8145693.130723060,8145693.130935265,0.000212205
r,8145693.156938943,8145693.157154652,0.000215709
w,8145693.163490673,8145693.163870352,0.000379679
w,8145693.163540335,8145693.163927278,0.000386943
r,8145693.176597478,8145693.176811494,0.000214016
r,8145693.183151835,8145693.183428778,0.000276943
r,8145693.209366574,8145693.209591843,0.000225269
r,8145693.222474095,8145693.222667180,0.000193085
r,8145693.242133983,8145693.242321452,0.000187469
r,8145693.261797336,8145693.262011594,0.000214258
r,8145693.288010383,8145693.288209350,0.000198967
r,8145693.314225685,8145693.314413918,0.000188233
r,8145693.327331541,8145693.327511732,0.000180191
r,8145693.346991231,8145693.347173212,0.000181981
r,8145693.379761403,8145693.379999986,0.000238583
r,8145693.392866420,8145693.393058976,0.000192556
r,8145693.412529986,8145693.412718801,0.000188815
w,8145693.412546014,8145693.412950013,0.000403999
w,8145693.412575920,8145693.412985699,0.000409779
r,8145693.425635566,8145693.425831304,0.000195738
r,8145693.445295529,8145693.445510962,0.000215433
w,8145693.445356966,8145693.445738610,0.000381644
w,8145693.445314768,8145693.455752244,0.010437476
r,8145693.458403808,8145693.458622996,0.000219188
r,8145693.478064045,8145693.478253929,0.000189884
r,8145693.491170596,8145693.491356142,0.000185546
r,8145693.504277565,8145693.504578116,0.000300551
r,8145693.523938858,8145693.524131865,0.000193007
r,8145693.543679361,8145693.543954323,0.000274962
w,8145693.543638987,8145693.544029545,0.000390558
w,8145693.543600674,8145693.554728358,0.011127684
r,8145693.569817784,8145693.570013588,0.000195804
r,8145693.589473869,8145693.589664728,0.000190859
r,8145693.609135796,8145693.609326893,0.000191097
r,8145693.641906658,8145693.642169776,0.000263118
r,8145693.655012282,8145693.655333651,0.000321369
r,8145693.700888633,8145693.701078085,0.000189452
r,8145693.720546715,8145693.720738017,0.000191302
r,8145693.740210001,8145693.740387093,0.000177092
r,8145693.759872095,8145693.760083034,0.000210939
r,8145693.772976966,8145693.773164945,0.000187979
r,8145693.792637667,8145693.792871683,0.000234016
r,8145693.818852929,8145693.819080273,0.000227344
r,8145693.838512168,8145693.838715038,0.000202870
r,8145693.851620451,8145693.851810227,0.000189776
r,8145693.871280836,8145693.871464114,0.000183278
w,8145693.884387623,8145693.884838314,0.000450691
w,8145693.884429924,8145693.884921161,0.000491237
w,8145693.884472407,8145693.884924084,0.000451677
r,8145693.890942363,8145693.891155083,0.000212720
r,8145693.917157065,8145693.917398314,0.000241249
w,8145693.943458059,8145693.943907638,0.000449579
w,8145693.943372339,8145693.943911393,0.000539054
w,8145693.943413605,8145693.943913154,0.000499549
r,8145694.002352075,8145694.002593582,0.000241507
r,8145694.022013548,8145694.022227348,0.000213800
w,8145694.048263417,8145694.048654605,0.000391188
w,8145694.048228051,8145694.048742464,0.000514413
w,8145694.074442623,8145694.074816432,0.000373809
w,8145694.074483047,8145694.074876866,0.000393819
r,8145694.113765825,8145694.114166877,0.000401052
w,8145694.159668752,8145694.160054346,0.000385594
w,8145694.159639835,8145694.160164225,0.000524390
w,8145694.166192694,8145694.166752460,0.000559766
w,8145694.166263219,8145694.166857158,0.000593939
w,8145694.166229480,8145694.167352377,0.001122897
w,8145694.166294956,8145694.167471822,0.001176866
w,8145694.166327509,8145694.175900411,0.009572902
w,8145694.166403733,8145694.176089001,0.009685268
w,8145694.166367475,8145694.193505436,0.027137961
r,8145694.258019683,8145694.258503018,0.000483335
w,8145694.257947088,8145694.258509395,0.000562307
w,8145694.257982346,8145694.258527044,0.000544698
w,8145694.258033062,8145694.258529630,0.000496568
w,8145694.258075293,8145694.258531855,0.000456562
w,8145694.264498036,8145694.264985670,0.000487634
w,8145694.264581534,8145694.264994203,0.000412669
w,8145694.264539536,8145694.265082299,0.000542763
w,8145694.264622543,8145694.265084361,0.000461818
w,8145694.264814885,8145694.265786312,0.000971427
w,8145694.264666592,8145694.265791186,0.001124594
w,8145694.264735607,8145694.265862430,0.001126823
w,8145694.264896111,8145694.265865339,0.000969228
w,8145694.264711657,8145694.265869028,0.001157371
w,8145694.264765610,8145694.265873759,0.001108149
w,8145694.264920732,8145694.265887488,0.000966756
w,8145694.264945219,8145694.265889693,0.000944474
w,8145694.264845536,8145694.265914924,0.001069388
w,8145694.264789626,8145694.265917132,0.001127506
w,8145694.264969553,8145694.265986010,0.001016457
w,8145694.264870913,8145694.266046279,0.001175366
r,8145694.362805623,8145694.363145953,0.000340330
w,8145694.369391593,8145694.370131479,0.000739886
w,8145694.375907155,8145694.376366631,0.000459476
w,8145694.375960871,8145694.376372588,0.000411717
w,8145694.375989501,8145694.376431422,0.000441921
w,8145694.369353581,8145694.384764553,0.015410972
w,8145694.434893707,8145694.435277336,0.000383629
w,8145694.474213933,8145694.474680108,0.000466175
w,8145694.474288550,8145694.474683432,0.000394882
w,8145694.474254599,8145694.474757258,0.000502659
w,8145694.533197834,8145694.533643186,0.000445352
w,8145694.533239881,8145694.533766694,0.000526813
r,8145694.579070710,8145694.579525975,0.000455265
w,8145694.579126228,8145694.579595313,0.000469085
w,8145694.579091735,8145694.579622964,0.000531229
w,8145694.579160385,8145694.579740241,0.000579856
w,8145694.703593758,8145694.704018172,0.000424414
w,8145694.703637273,8145694.704118285,0.000481012
w,8145694.716695315,8145694.717214744,0.000519429
w,8145694.716733842,8145694.717412611,0.000678769
w,8145694.723246378,8145694.723833001,0.000586623
w,8145694.723284396,8145694.724103461,0.000819065
w,8145694.762607017,8145694.763034627,0.000427610
w,8145694.762572051,8145694.763119708,0.000547657
w,8145694.762677989,8145694.763145629,0.000467640
w,8145694.762732061,8145694.763148475,0.000416414
w,8145694.815009370,8145694.815404181,0.000394811
w,8145694.815053610,8145694.815450619,0.000397009
r,8145694.828107612,8145694.828325617,0.000218005
r,8145694.873982380,8145694.874236466,0.000254086
r,8145694.906750433,8145694.906946900,0.000196467
r,8145694.906763106,8145694.906994277,0.000231171
w,8145694.919885097,8145694.920257412,0.000372315
w,8145694.919856740,8145694.920261004,0.000404264
w,8145695.168896838,8145695.169315435,0.000418597
w,8145695.168926184,8145695.169320156,0.000393972
w,8145695.195107540,8145695.195514285,0.000406745
w,8145695.195153079,8145695.195571862,0.000418783
r,8145695.234431338,8145695.234694939,0.000263601
w,8145695.273752103,8145695.274153764,0.000401661
w,8145695.273781472,8145695.274157542,0.000376070
r,8145695.365504960,8145695.365762753,0.000257793
w,8145695.378607667,8145695.378998503,0.000390836
w,8145695.378635478,8145695.379036154,0.000400676
w,8145695.378665928,8145695.379635766,0.000969838
r,8145695.424486452,8145695.424735587,0.000249135
r,8145695.483468560,8145695.483717972,0.000249412
w,8145695.811148605,8145695.811632861,0.000484256
r,8145695.811273406,8145695.811639022,0.000365616
w,8145695.811193366,8145695.811641445,0.000448079
w,8145695.811239052,8145695.812215694,0.000976642
w,8145695.830807929,8145695.831189442,0.000381513
w,8145695.837359842,8145695.837696515,0.000336673
w,8145695.843914794,8145695.844325008,0.000410214
w,8145695.843968406,8145695.844394360,0.000425954
w,8145695.850468725,8145695.850820307,0.000351582
w,8145695.870130436,8145695.870510730,0.000380294
w,8145695.870164417,8145695.870546677,0.000382260
r,8145695.896343102,8145695.896561944,0.000218842
r,8145695.896356931,8145695.896638443,0.000281512
r,8145695.909449547,8145695.909731800,0.000282253
w,8145695.948772210,8145695.949246453,0.000474243
w,8145695.948804969,8145695.949274559,0.000469590
r,8145696.047076370,8145696.047352818,0.000276448
r,8145696.092950173,8145696.093209311,0.000259138
w,8145696.145380686,8145696.145861724,0.000481038
w,8145696.145426957,8145696.146415396,0.000988439
w,8145696.145457124,8145696.146608740,0.001151616
w,8145696.230616102,8145696.231031604,0.000415502
w,8145696.230577513,8145696.231147151,0.000569638
w,8145696.250235696,8145696.250634427,0.000398731
w,8145696.250267510,8145696.250691389,0.000423879
w,8145696.269901285,8145696.270332331,0.000431046
w,8145696.269935371,8145696.270335976,0.000400605
w,8145696.269968626,8145696.270856688,0.000888062
w,8145696.296154256,8145696.296517799,0.000363543
w,8145696.296114449,8145696.296578454,0.000464005
w,8145696.302667216,8145696.303026977,0.000359761
r,8145696.309219927,8145696.309468143,0.000248216
w,8145696.348542812,8145696.348983614,0.000440802
w,8145696.348580345,8145696.360037837,0.011457492
r,8145696.381310464,8145696.428469595,0.047159131
r,8145696.636902896,8145696.682326133,0.045423237
w,8145696.741758693,8145696.742229355,0.000470662
w,8145696.741801533,8145696.742310982,0.000509449
w,8145696.754866286,8145696.755295118,0.000428832
w,8145696.754956809,8145696.755379237,0.000422428
r,8145696.794185888,8145696.794456543,0.000270655
r,8145696.800738962,8145696.806008190,0.005269228
w,8145696.846617436,8145696.847162548,0.000545112
w,8145696.846654230,8145696.862591605,0.015937375
r,8145697.030116540,8145697.030381725,0.000265185
w,8145697.102206036,8145697.102671470,0.000465434
w,8145697.102242988,8145697.102770220,0.000527232
w,8145697.121899313,8145697.122307797,0.000408484
w,8145697.121866200,8145697.122311365,0.000445165
r,8145697.161187684,8145697.161428070,0.000240386
w,8145697.213617209,8145697.214070435,0.000453226
w,8145697.213662536,8145697.214076228,0.000413692
w,8145697.574072070,8145697.574513363,0.000441293
w,8145697.574115862,8145697.574519000,0.000403138
r,8145697.580618950,8145697.580844249,0.000225299
w,8145697.606831836,8145697.607227025,0.000395189
w,8145697.606865892,8145697.607279196,0.000413304
w,8145697.626493595,8145697.626969589,0.000475994
w,8145697.626526011,8145697.627046442,0.000520431
w,8145697.626569923,8145697.627078192,0.000508269
r,8145697.665815965,8145697.666073318,0.000257353
w,8145697.665912611,8145697.666312937,0.000400326
w,8145697.665835308,8145697.666354848,0.000519540
w,8145697.665878030,8145697.666357872,0.000479842
w,8145697.685516293,8145697.685952126,0.000435833
w,8145697.685476303,8145697.685955668,0.000479365
w,8145697.685554262,8145697.685957312,0.000403050
w,8145697.711689082,8145697.712115309,0.000426227
