w,8146360.207561675,8146360.208209188,0.000647513
w,8146360.181416318,8146360.234867478,0.053451160
w,8146360.181198801,8146360.236948718,0.055749917
w,8146360.207424181,8146360.245931768,0.038507587
r,8146360.259847452,8146360.260452587,0.000605135
w,8146360.299305054,8146360.300227510,0.000922456
w,8146360.299167471,8146360.323834879,0.024667408
w,8146360.712043511,8146360.712785339,0.000741828
w,8146360.712182101,8146360.713163161,0.000981060
w,8146360.731701888,8146360.732324293,0.000622405
w,8146360.731835597,8146360.732752102,0.000916505
r,8146360.784135423,8146360.786457983,0.002322560
w,8146360.830008675,8146360.830639864,0.000631189
w,8146360.830158177,8146360.831071879,0.000913702
w,8146361.092156091,8146361.092813332,0.000657241
w,8146361.092304360,8146361.093324712,0.001020352
w,8146361.111813960,8146361.112327515,0.000513555
w,8146361.111961404,8146361.112572012,0.000610608
r,8146361.164243243,8146361.164505237,0.000261994
w,8146361.210268388,8146361.210957398,0.000689010
w,8146361.210117377,8146361.221179365,0.011061988
w,8146361.511585039,8146361.512256681,0.000671642
w,8146361.511704203,8146361.512261183,0.000556980
w,8146361.524686800,8146361.525224909,0.000538109
w,8146361.524800699,8146361.525729944,0.000929245
r,8146361.577116933,8146361.582550479,0.005433546
w,8146361.622991283,8146361.623677647,0.000686364
w,8146361.623108938,8146361.639110718,0.016001780
w,8146361.904799792,8146361.905518596,0.000718804
w,8146361.904952906,8146361.905961062,0.001008156
w,8146361.917904771,8146361.918471894,0.000567123
w,8146361.918040095,8146361.918944293,0.000904198
w,8146361.950672579,8146361.951270204,0.000597625
w,8146361.950798547,8146361.951657939,0.000859392
w,8146361.950918194,8146361.968824217,0.017906023
r,8146361.983442409,8146361.983695911,0.000253502
w,8146361.989992065,8146361.990759195,0.000767130
w,8146361.990095249,8146361.990764731,0.000669482
w,8146361.990148811,8146361.990767621,0.000618810
w,8146362.022760325,8146362.023361450,0.000601125
w,8146362.022828367,8146362.023367548,0.000539181
w,8146362.068639074,8146362.069373461,0.000734387
w,8146362.068697406,8146362.069612458,0.000915052
w,8146362.068744420,8146362.069778068,0.001033648
w,8146362.127888443,8146362.128921868,0.001033425
w,8146362.127940812,8146362.129062553,0.001121741
w,8146362.128013000,8146362.129190578,0.001177578
w,8146362.128070825,8146362.129244390,0.001173565
w,8146362.128120815,8146362.130075792,0.001954977
w,8146362.128192198,8146362.130136790,0.001944592
w,8146362.121124841,8146362.139977386,0.018852545
w,8146362.127722352,8146362.158593389,0.030871037
w,8146362.127832803,8146362.163125339,0.035292536
w,8146362.121065837,8146362.166006382,0.044940545
w,8146362.127671467,8146362.167876399,0.040204932
w,8146362.127776482,8146362.174665648,0.046889166
w,8146362.127618697,8146362.184052292,0.056433595
w,8146362.252137911,8146362.267384829,0.015246918
w,8146362.298014747,8146362.312420498,0.014405751
w,8146362.298136194,8146362.316341924,0.018205730
w,8146362.298078850,8146362.329892489,0.031813639
w,8146362.357057411,8146362.357621187,0.000563776
w,8146362.356997872,8146362.376258266,0.019260394
r,8146362.396317788,8146362.396586602,0.000268814
w,8146362.402929752,8146362.403586405,0.000656653
w,8146362.402870992,8146362.415342628,0.012471636
w,8146362.416036295,8146362.416593552,0.000557257
w,8146362.416090717,8146362.431464512,0.015373795
w,8146362.415975881,8146362.437190063,0.021214182
w,8146362.448796839,8146362.450270388,0.001473549
w,8146362.448744563,8146362.462059591,0.013315028
r,8146362.501177877,8146362.501420230,0.000242353
w,8146362.507726121,8146362.508158074,0.000431953
w,8146362.527387604,8146362.528843321,0.001455717
w,8146362.527434290,8146362.528954564,0.001520274
w,8146362.514280876,8146362.531447875,0.017166999
w,8146362.527476501,8146362.537668808,0.010192307
