w,8145971.746919965,8145971.800272262,0.053352297
w,8145971.746707819,8145971.810019930,0.063312111
w,8145971.773095189,8145971.810708580,0.037613391
w,8145971.772939185,8145971.819010704,0.046071519
r,8145971.825358197,8145971.825616698,0.000258501
w,8145971.864819041,8145971.885059213,0.020240172
w,8145971.864677063,8145971.893399447,0.028722384
w,8145972.277558310,8145972.278214844,0.000656534
w,8145972.277707546,8145972.278702508,0.000994962
w,8145972.297215584,8145972.297816526,0.000600942
w,8145972.297352152,8145972.298264388,0.000912236
r,8145972.349644930,8145972.350806895,0.001161965
w,8145972.395516527,8145972.396081610,0.000565083
w,8145972.395639614,8145972.410022852,0.014383238
w,8145972.657667701,8145972.658305190,0.000637489
w,8145972.657838687,8145972.658832764,0.000994077
w,8145972.677325383,8145972.677922933,0.000597550
w,8145972.677474245,8145972.678368349,0.000894104
r,8145972.729756435,8145972.730074080,0.000317645
w,8145972.775629870,8145972.776304759,0.000674889
w,8145972.775804618,8145972.791434160,0.015629542
w,8145973.077097059,8145973.077729856,0.000632797
w,8145973.077266652,8145973.078294694,0.001028042
w,8145973.090201069,8145973.090811664,0.000610595
w,8145973.090358744,8145973.091306089,0.000947345
r,8145973.142630602,8145973.148278402,0.005647800
w,8145973.188501880,8145973.189091024,0.000589144
w,8145973.188638537,8145973.196634592,0.007996055
w,8145973.470313262,8145973.470976026,0.000662764
w,8145973.470460700,8145973.471464278,0.001003578
w,8145973.483417727,8145973.484026660,0.000608933
w,8145973.483558147,8145973.484445768,0.000887621
w,8145973.516184868,8145973.516673148,0.000488280
w,8145973.516321253,8145973.530838018,0.014516765
w,8145973.516440047,8145973.535798412,0.019358365
r,8145973.548951114,8145973.549191710,0.000240596
w,8145973.555504167,8145973.556026428,0.000522261
w,8145973.555653579,8145973.576281419,0.020627840
w,8145973.555601033,8145973.585748094,0.030147061
w,8145973.588271899,8145973.588770509,0.000498610
w,8145973.588343406,8145973.588858605,0.000515199
w,8145973.634149262,8145973.642725814,0.008576552
w,8145973.634229269,8145973.642870208,0.008640939
w,8145973.634297231,8145973.660612713,0.026315482
w,8145973.693460259,8145973.694892097,0.001431838
w,8145973.693778021,8145973.695665251,0.001887230
w,8145973.693863500,8145973.695730437,0.001866937
w,8145973.693555709,8145973.702685020,0.009129311
w,8145973.693696086,8145973.702765772,0.009069686
w,8145973.693626130,8145973.715388739,0.021762609
w,8145973.686666567,8145973.723943490,0.037276923
w,8145973.693132485,8145973.734209226,0.041076741
